Wall time,Step,Value
1496154843.326913,99999,0.04064415767788887
1496156298.481741,149999,0.04405633360147476
1496157755.268018,199999,0.04530362784862518
1496159213.427539,249999,0.05077412351965904
1496160679.727972,299999,0.05572563037276268
1496162160.241775,349999,0.05762980878353119
1496163635.407362,399999,0.06383097171783447
1496165129.613862,449999,0.07150178402662277
1496166636.388446,499999,0.0766112357378006
1496168160.694542,549999,0.08030278235673904
1496169694.47478,599999,0.08500151336193085
1496171209.504741,649999,0.0944526195526123
1496172722.935538,699999,0.10213437676429749
1496174251.556381,749999,0.10304316133260727
1496175769.508104,799999,0.11453558504581451
1496177281.255409,849999,0.1199830174446106
1496178805.219713,899999,0.11786206066608429
1496180316.539347,949999,0.11905868351459503
1496181826.985055,999999,0.12057361751794815
1496183336.37368,1049999,0.1280984729528427
1496184841.957388,1099999,0.12085899710655212
1496186349.365684,1149999,0.12018289417028427
1496187853.408388,1199999,0.12127406895160675
1496189362.351537,1249999,0.12763604521751404
1496190873.602771,1299999,0.11865365505218506
1496192380.537785,1349999,0.11823856085538864
1496193881.231483,1399999,0.11770976334810257
1496195384.569711,1449999,0.11612760275602341
1496196888.082104,1499999,0.1132441908121109
1496198389.609483,1549999,0.11308900266885757
1496199892.70611,1599999,0.11592196673154831
1496201389.075456,1649999,0.11352617293596268
1496202890.260483,1699999,0.11254670470952988
1496204390.780406,1749999,0.11329913139343262
1496205890.679322,1799999,0.10915253311395645
1496207385.794334,1849999,0.10611434280872345
1496208888.331437,1899999,0.10704568773508072
1496210385.105604,1949999,0.10369030386209488
1496211887.057011,1999999,0.10313095152378082
1496213382.50911,2049999,0.10380973666906357
1496214884.541764,2099999,0.09949595481157303
1496216384.554621,2149999,0.10731907933950424
1496217880.389257,2199999,0.11121601611375809
1496219379.366578,2249999,0.10972986370325089
1496220869.142245,2299999,0.10964073985815048
1496222372.752397,2349999,0.11437860131263733
1496223881.281636,2399999,0.11570361256599426
1496225388.150091,2449999,0.11358152329921722
1496226900.311391,2499999,0.11724670976400375
1496228395.122537,2549999,0.11891257017850876
1496229902.112894,2599999,0.11615453660488129
1496231393.486073,2649999,0.11285771429538727
1496232888.437702,2699999,0.10999080538749695
1496234381.434415,2749999,0.10943049937486649
1496235875.828479,2799999,0.11047132313251495
1496237368.077589,2849999,0.11046264320611954
1496238858.678931,2899999,0.10442489385604858
1496240350.85157,2949999,0.10012052953243256
1496241840.981641,2999999,0.10427226126194
1496243338.926521,3049999,0.10528336465358734
1496244831.962898,3099999,0.10594604164361954
1496246325.399868,3149999,0.10496971011161804
1496247816.904021,3199999,0.10469051450490952
1496249306.961354,3249999,0.10316216200590134
1496250799.204818,3299999,0.10225959867238998
1496252288.769502,3349999,0.10184217244386673
1496253786.207259,3399999,0.10094384104013443
1496255279.574445,3449999,0.10003506392240524
1496256783.421412,3499999,0.10196271538734436
1496258280.808734,3549999,0.10070428252220154
1496259786.321274,3599999,0.09934632480144501
1496261283.781685,3649999,0.10028493404388428
1496262792.577283,3699999,0.09971106797456741
1496264291.875071,3749999,0.09628134220838547
1496265789.324532,3799999,0.09637531638145447
1496267297.386286,3849999,0.09748230129480362
1496268791.445598,3899999,0.09852034598588943
1496270268.450955,3949999,0.09222289174795151
1496271760.81247,3999999,0.0958961546421051
1496273245.957344,4049999,0.0915558934211731
